target_window_start,target_window_end,mean_target_absorbed_dose_rate,std_target_absorbed_dose_rate,target_window_num_rad_dose_obs_avail,class_label,input_sdoml_data_filepaths,num_input_sdoml_data_filepaths,input_window_start,input_window_end,input_window_num_rad_dose_obs_avail,radlab_data_filepath,sample_id,instrument_id
2022-11-05 00:00:00+00:00,2022-11-05 06:00:00+00:00,9.661527777777778,0.19492975151241346,6,1,[],0,2022-11-04 11:30:00+00:00,2022-11-04 23:30:00+00:00,12,/home/daisysong/2024-HL-Virtual-Dosimeter/data/google_cloud_buckets/radlab-private/data_tables/readings_table/per_instrument_padded/CRaTER-D1D2_readings_padded.csv,CRaTER-D1D2_2022-11-05 00:00:00+00:00_2022-11-05 06:00:00+00:00,CRaTER-D1D2
2022-11-05 06:00:00+00:00,2022-11-05 12:00:00+00:00,9.875694444444443,0.3044075023207142,6,1,[],0,2022-11-04 17:30:00+00:00,2022-11-05 05:30:00+00:00,12,/home/daisysong/2024-HL-Virtual-Dosimeter/data/google_cloud_buckets/radlab-private/data_tables/readings_table/per_instrument_padded/CRaTER-D1D2_readings_padded.csv,CRaTER-D1D2_2022-11-05 06:00:00+00:00_2022-11-05 12:00:00+00:00,CRaTER-D1D2
2022-11-05 12:00:00+00:00,2022-11-05 18:00:00+00:00,9.375833333333333,0.282325003156659,6,1,[],0,2022-11-04 23:30:00+00:00,2022-11-05 11:30:00+00:00,12,/home/daisysong/2024-HL-Virtual-Dosimeter/data/google_cloud_buckets/radlab-private/data_tables/readings_table/per_instrument_padded/CRaTER-D1D2_readings_padded.csv,CRaTER-D1D2_2022-11-05 12:00:00+00:00_2022-11-05 18:00:00+00:00,CRaTER-D1D2
2022-11-05 18:00:00+00:00,2022-11-06 00:00:00+00:00,9.602986111111111,0.27032767075461805,6,1,[],0,2022-11-05 05:30:00+00:00,2022-11-05 17:30:00+00:00,12,/home/daisysong/2024-HL-Virtual-Dosimeter/data/google_cloud_buckets/radlab-private/data_tables/readings_table/per_instrument_padded/CRaTER-D1D2_readings_padded.csv,CRaTER-D1D2_2022-11-05 18:00:00+00:00_2022-11-06 00:00:00+00:00,CRaTER-D1D2
2022-11-06 00:00:00+00:00,2022-11-06 06:00:00+00:00,9.98847222222222,0.15121989803504135,6,1,[],0,2022-11-05 11:30:00+00:00,2022-11-05 23:30:00+00:00,12,/home/daisysong/2024-HL-Virtual-Dosimeter/data/google_cloud_buckets/radlab-private/data_tables/readings_table/per_instrument_padded/CRaTER-D1D2_readings_padded.csv,CRaTER-D1D2_2022-11-06 00:00:00+00:00_2022-11-06 06:00:00+00:00,CRaTER-D1D2
2022-11-06 06:00:00+00:00,2022-11-06 12:00:00+00:00,9.657361111111113,0.3965190454379987,6,1,[],0,2022-11-05 17:30:00+00:00,2022-11-06 05:30:00+00:00,12,/home/daisysong/2024-HL-Virtual-Dosimeter/data/google_cloud_buckets/radlab-private/data_tables/readings_table/per_instrument_padded/CRaTER-D1D2_readings_padded.csv,CRaTER-D1D2_2022-11-06 06:00:00+00:00_2022-11-06 12:00:00+00:00,CRaTER-D1D2
2022-11-06 12:00:00+00:00,2022-11-06 18:00:00+00:00,9.686666666666666,0.29701232204143346,6,1,[],0,2022-11-05 23:30:00+00:00,2022-11-06 11:30:00+00:00,12,/home/daisysong/2024-HL-Virtual-Dosimeter/data/google_cloud_buckets/radlab-private/data_tables/readings_table/per_instrument_padded/CRaTER-D1D2_readings_padded.csv,CRaTER-D1D2_2022-11-06 12:00:00+00:00_2022-11-06 18:00:00+00:00,CRaTER-D1D2
2022-11-06 18:00:00+00:00,2022-11-07 00:00:00+00:00,9.871458333333335,0.41743767207745575,6,1,[],0,2022-11-06 05:30:00+00:00,2022-11-06 17:30:00+00:00,12,/home/daisysong/2024-HL-Virtual-Dosimeter/data/google_cloud_buckets/radlab-private/data_tables/readings_table/per_instrument_padded/CRaTER-D1D2_readings_padded.csv,CRaTER-D1D2_2022-11-06 18:00:00+00:00_2022-11-07 00:00:00+00:00,CRaTER-D1D2
2022-11-07 00:00:00+00:00,2022-11-07 06:00:00+00:00,9.45798611111111,0.29533971108875223,6,1,[],0,2022-11-06 11:30:00+00:00,2022-11-06 23:30:00+00:00,12,/home/daisysong/2024-HL-Virtual-Dosimeter/data/google_cloud_buckets/radlab-private/data_tables/readings_table/per_instrument_padded/CRaTER-D1D2_readings_padded.csv,CRaTER-D1D2_2022-11-07 00:00:00+00:00_2022-11-07 06:00:00+00:00,CRaTER-D1D2
2022-11-07 06:00:00+00:00,2022-11-07 12:00:00+00:00,9.406041666666667,0.23912041630812383,6,1,[],0,2022-11-06 17:30:00+00:00,2022-11-07 05:30:00+00:00,12,/home/daisysong/2024-HL-Virtual-Dosimeter/data/google_cloud_buckets/radlab-private/data_tables/readings_table/per_instrument_padded/CRaTER-D1D2_readings_padded.csv,CRaTER-D1D2_2022-11-07 06:00:00+00:00_2022-11-07 12:00:00+00:00,CRaTER-D1D2
2022-11-07 12:00:00+00:00,2022-11-07 18:00:00+00:00,9.311111111111112,0.17799368399808366,6,1,[],0,2022-11-06 23:30:00+00:00,2022-11-07 11:30:00+00:00,12,/home/daisysong/2024-HL-Virtual-Dosimeter/data/google_cloud_buckets/radlab-private/data_tables/readings_table/per_instrument_padded/CRaTER-D1D2_readings_padded.csv,CRaTER-D1D2_2022-11-07 12:00:00+00:00_2022-11-07 18:00:00+00:00,CRaTER-D1D2
2022-11-07 18:00:00+00:00,2022-11-08 00:00:00+00:00,9.571736111111113,0.17993527267713505,6,1,[],0,2022-11-07 05:30:00+00:00,2022-11-07 17:30:00+00:00,12,/home/daisysong/2024-HL-Virtual-Dosimeter/data/google_cloud_buckets/radlab-private/data_tables/readings_table/per_instrument_padded/CRaTER-D1D2_readings_padded.csv,CRaTER-D1D2_2022-11-07 18:00:00+00:00_2022-11-08 00:00:00+00:00,CRaTER-D1D2
2022-11-08 00:00:00+00:00,2022-11-08 06:00:00+00:00,9.127638888888889,0.3216552123272433,6,1,[],0,2022-11-07 11:30:00+00:00,2022-11-07 23:30:00+00:00,12,/home/daisysong/2024-HL-Virtual-Dosimeter/data/google_cloud_buckets/radlab-private/data_tables/readings_table/per_instrument_padded/CRaTER-D1D2_readings_padded.csv,CRaTER-D1D2_2022-11-08 00:00:00+00:00_2022-11-08 06:00:00+00:00,CRaTER-D1D2
2022-11-08 06:00:00+00:00,2022-11-08 12:00:00+00:00,9.256458333333335,0.036946728730550035,4,1,[],0,2022-11-07 17:30:00+00:00,2022-11-08 05:30:00+00:00,12,/home/daisysong/2024-HL-Virtual-Dosimeter/data/google_cloud_buckets/radlab-private/data_tables/readings_table/per_instrument_padded/CRaTER-D1D2_readings_padded.csv,CRaTER-D1D2_2022-11-08 06:00:00+00:00_2022-11-08 12:00:00+00:00,CRaTER-D1D2
2022-11-08 12:00:00+00:00,2022-11-08 18:00:00+00:00,,,0,0,[],0,2022-11-07 23:30:00+00:00,2022-11-08 11:30:00+00:00,10,/home/daisysong/2024-HL-Virtual-Dosimeter/data/google_cloud_buckets/radlab-private/data_tables/readings_table/per_instrument_padded/CRaTER-D1D2_readings_padded.csv,CRaTER-D1D2_2022-11-08 12:00:00+00:00_2022-11-08 18:00:00+00:00,CRaTER-D1D2
2022-11-08 18:00:00+00:00,2022-11-09 00:00:00+00:00,,,0,0,[],0,2022-11-08 05:30:00+00:00,2022-11-08 17:30:00+00:00,4,/home/daisysong/2024-HL-Virtual-Dosimeter/data/google_cloud_buckets/radlab-private/data_tables/readings_table/per_instrument_padded/CRaTER-D1D2_readings_padded.csv,CRaTER-D1D2_2022-11-08 18:00:00+00:00_2022-11-09 00:00:00+00:00,CRaTER-D1D2
2022-11-09 00:00:00+00:00,2022-11-09 06:00:00+00:00,9.745972222222223,0.20263493827540346,3,1,[],0,2022-11-08 11:30:00+00:00,2022-11-08 23:30:00+00:00,0,/home/daisysong/2024-HL-Virtual-Dosimeter/data/google_cloud_buckets/radlab-private/data_tables/readings_table/per_instrument_padded/CRaTER-D1D2_readings_padded.csv,CRaTER-D1D2_2022-11-09 00:00:00+00:00_2022-11-09 06:00:00+00:00,CRaTER-D1D2
2022-11-09 06:00:00+00:00,2022-11-09 12:00:00+00:00,9.14611111111111,0.2906821346334543,6,1,[],0,2022-11-08 17:30:00+00:00,2022-11-09 05:30:00+00:00,3,/home/daisysong/2024-HL-Virtual-Dosimeter/data/google_cloud_buckets/radlab-private/data_tables/readings_table/per_instrument_padded/CRaTER-D1D2_readings_padded.csv,CRaTER-D1D2_2022-11-09 06:00:00+00:00_2022-11-09 12:00:00+00:00,CRaTER-D1D2
2022-11-09 12:00:00+00:00,2022-11-09 18:00:00+00:00,9.155347222222224,0.3030637745219139,6,1,[],0,2022-11-08 23:30:00+00:00,2022-11-09 11:30:00+00:00,9,/home/daisysong/2024-HL-Virtual-Dosimeter/data/google_cloud_buckets/radlab-private/data_tables/readings_table/per_instrument_padded/CRaTER-D1D2_readings_padded.csv,CRaTER-D1D2_2022-11-09 12:00:00+00:00_2022-11-09 18:00:00+00:00,CRaTER-D1D2
2022-11-09 18:00:00+00:00,2022-11-10 00:00:00+00:00,9.131666666666668,0.2469795547468718,6,1,[],0,2022-11-09 05:30:00+00:00,2022-11-09 17:30:00+00:00,12,/home/daisysong/2024-HL-Virtual-Dosimeter/data/google_cloud_buckets/radlab-private/data_tables/readings_table/per_instrument_padded/CRaTER-D1D2_readings_padded.csv,CRaTER-D1D2_2022-11-09 18:00:00+00:00_2022-11-10 00:00:00+00:00,CRaTER-D1D2
2022-11-10 00:00:00+00:00,2022-11-10 06:00:00+00:00,9.252916666666668,0.3390645321239668,6,1,[],0,2022-11-09 11:30:00+00:00,2022-11-09 23:30:00+00:00,12,/home/daisysong/2024-HL-Virtual-Dosimeter/data/google_cloud_buckets/radlab-private/data_tables/readings_table/per_instrument_padded/CRaTER-D1D2_readings_padded.csv,CRaTER-D1D2_2022-11-10 00:00:00+00:00_2022-11-10 06:00:00+00:00,CRaTER-D1D2
2022-11-10 06:00:00+00:00,2022-11-10 12:00:00+00:00,9.170625,0.36661590163098945,6,1,[],0,2022-11-09 17:30:00+00:00,2022-11-10 05:30:00+00:00,12,/home/daisysong/2024-HL-Virtual-Dosimeter/data/google_cloud_buckets/radlab-private/data_tables/readings_table/per_instrument_padded/CRaTER-D1D2_readings_padded.csv,CRaTER-D1D2_2022-11-10 06:00:00+00:00_2022-11-10 12:00:00+00:00,CRaTER-D1D2
2022-11-10 12:00:00+00:00,2022-11-10 18:00:00+00:00,9.201805555555554,0.20892910184741048,6,1,[],0,2022-11-09 23:30:00+00:00,2022-11-10 11:30:00+00:00,12,/home/daisysong/2024-HL-Virtual-Dosimeter/data/google_cloud_buckets/radlab-private/data_tables/readings_table/per_instrument_padded/CRaTER-D1D2_readings_padded.csv,CRaTER-D1D2_2022-11-10 12:00:00+00:00_2022-11-10 18:00:00+00:00,CRaTER-D1D2
2022-11-10 18:00:00+00:00,2022-11-11 00:00:00+00:00,9.089236111111111,0.03517928343535059,6,1,[],0,2022-11-10 05:30:00+00:00,2022-11-10 17:30:00+00:00,12,/home/daisysong/2024-HL-Virtual-Dosimeter/data/google_cloud_buckets/radlab-private/data_tables/readings_table/per_instrument_padded/CRaTER-D1D2_readings_padded.csv,CRaTER-D1D2_2022-11-10 18:00:00+00:00_2022-11-11 00:00:00+00:00,CRaTER-D1D2
2022-11-11 00:00:00+00:00,2022-11-11 06:00:00+00:00,9.259722222222223,0.31232593917884965,6,1,[],0,2022-11-10 11:30:00+00:00,2022-11-10 23:30:00+00:00,12,/home/daisysong/2024-HL-Virtual-Dosimeter/data/google_cloud_buckets/radlab-private/data_tables/readings_table/per_instrument_padded/CRaTER-D1D2_readings_padded.csv,CRaTER-D1D2_2022-11-11 00:00:00+00:00_2022-11-11 06:00:00+00:00,CRaTER-D1D2
2022-11-11 06:00:00+00:00,2022-11-11 12:00:00+00:00,9.195625000000001,0.14104207697297924,6,1,[],0,2022-11-10 17:30:00+00:00,2022-11-11 05:30:00+00:00,12,/home/daisysong/2024-HL-Virtual-Dosimeter/data/google_cloud_buckets/radlab-private/data_tables/readings_table/per_instrument_padded/CRaTER-D1D2_readings_padded.csv,CRaTER-D1D2_2022-11-11 06:00:00+00:00_2022-11-11 12:00:00+00:00,CRaTER-D1D2
2022-11-11 12:00:00+00:00,2022-11-11 18:00:00+00:00,9.241666666666667,0.3147197092181722,6,1,[],0,2022-11-10 23:30:00+00:00,2022-11-11 11:30:00+00:00,12,/home/daisysong/2024-HL-Virtual-Dosimeter/data/google_cloud_buckets/radlab-private/data_tables/readings_table/per_instrument_padded/CRaTER-D1D2_readings_padded.csv,CRaTER-D1D2_2022-11-11 12:00:00+00:00_2022-11-11 18:00:00+00:00,CRaTER-D1D2
2022-11-11 18:00:00+00:00,2022-11-12 00:00:00+00:00,9.39638888888889,0.2736374775790088,6,1,[],0,2022-11-11 05:30:00+00:00,2022-11-11 17:30:00+00:00,12,/home/daisysong/2024-HL-Virtual-Dosimeter/data/google_cloud_buckets/radlab-private/data_tables/readings_table/per_instrument_padded/CRaTER-D1D2_readings_padded.csv,CRaTER-D1D2_2022-11-11 18:00:00+00:00_2022-11-12 00:00:00+00:00,CRaTER-D1D2
2022-11-12 00:00:00+00:00,2022-11-12 06:00:00+00:00,9.263402777777777,0.171773904050221,6,1,[],0,2022-11-11 11:30:00+00:00,2022-11-11 23:30:00+00:00,12,/home/daisysong/2024-HL-Virtual-Dosimeter/data/google_cloud_buckets/radlab-private/data_tables/readings_table/per_instrument_padded/CRaTER-D1D2_readings_padded.csv,CRaTER-D1D2_2022-11-12 00:00:00+00:00_2022-11-12 06:00:00+00:00,CRaTER-D1D2
2022-11-12 06:00:00+00:00,2022-11-12 12:00:00+00:00,9.001666666666667,0.28737749000097274,6,1,[],0,2022-11-11 17:30:00+00:00,2022-11-12 05:30:00+00:00,12,/home/daisysong/2024-HL-Virtual-Dosimeter/data/google_cloud_buckets/radlab-private/data_tables/readings_table/per_instrument_padded/CRaTER-D1D2_readings_padded.csv,CRaTER-D1D2_2022-11-12 06:00:00+00:00_2022-11-12 12:00:00+00:00,CRaTER-D1D2
2022-11-12 12:00:00+00:00,2022-11-12 18:00:00+00:00,9.283541666666666,0.2590539624090216,6,1,[],0,2022-11-11 23:30:00+00:00,2022-11-12 11:30:00+00:00,12,/home/daisysong/2024-HL-Virtual-Dosimeter/data/google_cloud_buckets/radlab-private/data_tables/readings_table/per_instrument_padded/CRaTER-D1D2_readings_padded.csv,CRaTER-D1D2_2022-11-12 12:00:00+00:00_2022-11-12 18:00:00+00:00,CRaTER-D1D2
2022-11-12 18:00:00+00:00,2022-11-13 00:00:00+00:00,9.330694444444443,0.2492523155779846,6,1,[],0,2022-11-12 05:30:00+00:00,2022-11-12 17:30:00+00:00,12,/home/daisysong/2024-HL-Virtual-Dosimeter/data/google_cloud_buckets/radlab-private/data_tables/readings_table/per_instrument_padded/CRaTER-D1D2_readings_padded.csv,CRaTER-D1D2_2022-11-12 18:00:00+00:00_2022-11-13 00:00:00+00:00,CRaTER-D1D2
2022-11-13 00:00:00+00:00,2022-11-13 06:00:00+00:00,9.268749999999999,0.21035587680739426,6,1,[],0,2022-11-12 11:30:00+00:00,2022-11-12 23:30:00+00:00,12,/home/daisysong/2024-HL-Virtual-Dosimeter/data/google_cloud_buckets/radlab-private/data_tables/readings_table/per_instrument_padded/CRaTER-D1D2_readings_padded.csv,CRaTER-D1D2_2022-11-13 00:00:00+00:00_2022-11-13 06:00:00+00:00,CRaTER-D1D2
2022-11-13 06:00:00+00:00,2022-11-13 12:00:00+00:00,9.274027777777777,0.36986121542118905,6,1,[],0,2022-11-12 17:30:00+00:00,2022-11-13 05:30:00+00:00,12,/home/daisysong/2024-HL-Virtual-Dosimeter/data/google_cloud_buckets/radlab-private/data_tables/readings_table/per_instrument_padded/CRaTER-D1D2_readings_padded.csv,CRaTER-D1D2_2022-11-13 06:00:00+00:00_2022-11-13 12:00:00+00:00,CRaTER-D1D2
2022-11-13 12:00:00+00:00,2022-11-13 18:00:00+00:00,9.13048611111111,0.19644871053767057,6,1,[],0,2022-11-12 23:30:00+00:00,2022-11-13 11:30:00+00:00,12,/home/daisysong/2024-HL-Virtual-Dosimeter/data/google_cloud_buckets/radlab-private/data_tables/readings_table/per_instrument_padded/CRaTER-D1D2_readings_padded.csv,CRaTER-D1D2_2022-11-13 12:00:00+00:00_2022-11-13 18:00:00+00:00,CRaTER-D1D2
2022-11-13 18:00:00+00:00,2022-11-14 00:00:00+00:00,9.356250000000001,0.26216226068205534,6,1,[],0,2022-11-13 05:30:00+00:00,2022-11-13 17:30:00+00:00,12,/home/daisysong/2024-HL-Virtual-Dosimeter/data/google_cloud_buckets/radlab-private/data_tables/readings_table/per_instrument_padded/CRaTER-D1D2_readings_padded.csv,CRaTER-D1D2_2022-11-13 18:00:00+00:00_2022-11-14 00:00:00+00:00,CRaTER-D1D2
2022-11-14 00:00:00+00:00,2022-11-14 06:00:00+00:00,9.114097222222222,0.26001262174076506,6,1,[],0,2022-11-13 11:30:00+00:00,2022-11-13 23:30:00+00:00,12,/home/daisysong/2024-HL-Virtual-Dosimeter/data/google_cloud_buckets/radlab-private/data_tables/readings_table/per_instrument_padded/CRaTER-D1D2_readings_padded.csv,CRaTER-D1D2_2022-11-14 00:00:00+00:00_2022-11-14 06:00:00+00:00,CRaTER-D1D2
2022-11-14 06:00:00+00:00,2022-11-14 12:00:00+00:00,9.328194444444446,0.40242556439240174,6,1,[],0,2022-11-13 17:30:00+00:00,2022-11-14 05:30:00+00:00,12,/home/daisysong/2024-HL-Virtual-Dosimeter/data/google_cloud_buckets/radlab-private/data_tables/readings_table/per_instrument_padded/CRaTER-D1D2_readings_padded.csv,CRaTER-D1D2_2022-11-14 06:00:00+00:00_2022-11-14 12:00:00+00:00,CRaTER-D1D2
2022-11-14 12:00:00+00:00,2022-11-14 18:00:00+00:00,9.452916666666669,0.2646326506968,6,1,[],0,2022-11-13 23:30:00+00:00,2022-11-14 11:30:00+00:00,12,/home/daisysong/2024-HL-Virtual-Dosimeter/data/google_cloud_buckets/radlab-private/data_tables/readings_table/per_instrument_padded/CRaTER-D1D2_readings_padded.csv,CRaTER-D1D2_2022-11-14 12:00:00+00:00_2022-11-14 18:00:00+00:00,CRaTER-D1D2
2022-11-14 18:00:00+00:00,2022-11-15 00:00:00+00:00,9.121736111111112,0.15484393589361098,6,1,[],0,2022-11-14 05:30:00+00:00,2022-11-14 17:30:00+00:00,12,/home/daisysong/2024-HL-Virtual-Dosimeter/data/google_cloud_buckets/radlab-private/data_tables/readings_table/per_instrument_padded/CRaTER-D1D2_readings_padded.csv,CRaTER-D1D2_2022-11-14 18:00:00+00:00_2022-11-15 00:00:00+00:00,CRaTER-D1D2
2022-11-15 00:00:00+00:00,2022-11-15 06:00:00+00:00,9.126944444444446,0.2680605569481599,6,1,[],0,2022-11-14 11:30:00+00:00,2022-11-14 23:30:00+00:00,12,/home/daisysong/2024-HL-Virtual-Dosimeter/data/google_cloud_buckets/radlab-private/data_tables/readings_table/per_instrument_padded/CRaTER-D1D2_readings_padded.csv,CRaTER-D1D2_2022-11-15 00:00:00+00:00_2022-11-15 06:00:00+00:00,CRaTER-D1D2
2022-11-15 06:00:00+00:00,2022-11-15 12:00:00+00:00,9.23013888888889,0.22679003314917154,6,1,[],0,2022-11-14 17:30:00+00:00,2022-11-15 05:30:00+00:00,12,/home/daisysong/2024-HL-Virtual-Dosimeter/data/google_cloud_buckets/radlab-private/data_tables/readings_table/per_instrument_padded/CRaTER-D1D2_readings_padded.csv,CRaTER-D1D2_2022-11-15 06:00:00+00:00_2022-11-15 12:00:00+00:00,CRaTER-D1D2
2022-11-15 12:00:00+00:00,2022-11-15 18:00:00+00:00,9.274027777777778,0.22432391565725293,6,1,[],0,2022-11-14 23:30:00+00:00,2022-11-15 11:30:00+00:00,12,/home/daisysong/2024-HL-Virtual-Dosimeter/data/google_cloud_buckets/radlab-private/data_tables/readings_table/per_instrument_padded/CRaTER-D1D2_readings_padded.csv,CRaTER-D1D2_2022-11-15 12:00:00+00:00_2022-11-15 18:00:00+00:00,CRaTER-D1D2
